id,followers_count,friends_count,created_at,language
608471241,92902,741,Thu Jun 14 18:54:12 +0000 2012,en
278151072,271,521,Wed Apr 06 18:19:01 +0000 2011,en
403581958,4839,1319,Wed Nov 02 18:09:27 +0000 2011,en
16502238,6325,1596,Sun Sep 28 20:12:37 +0000 2008,en
620404151,799,588,Wed Jun 27 22:35:09 +0000 2012,en
252747499,2944,4047,Tue Feb 15 20:41:40 +0000 2011,en
469625793,1115,668,Fri Jan 20 20:14:00 +0000 2012,en
277140228,3279,736,Mon Apr 04 19:41:12 +0000 2011,en
19668853,3399,1211,Wed Jan 28 19:06:53 +0000 2009,en
631224927,2473,1199,Mon Jul 09 14:38:28 +0000 2012,en
21545986,4261,842,Sun Feb 22 04:45:21 +0000 2009,en
267316393,2114,268,Wed Mar 16 18:20:47 +0000 2011,en
17356855,3542,3627,Thu Nov 13 04:03:27 +0000 2008,en
265682992,13536,13530,Mon Mar 14 00:23:25 +0000 2011,en
60984835,5736,0,Tue Jul 28 18:43:35 +0000 2009,en
16177660,1159,2547,Mon Sep 08 02:17:14 +0000 2008,en
194819088,20806,16844,Sat Sep 25 02:02:31 +0000 2010,en
117897032,2095,429,Sat Feb 27 00:01:07 +0000 2010,en
33026860,8312,2651,Sat Apr 18 21:59:48 +0000 2009,en
1976740980,1252,486,Sun Oct 20 23:41:26 +0000 2013,en
54322823,17945,3984,Mon Jul 06 20:30:23 +0000 2009,en
70614518,2331,1818,Tue Sep 01 06:20:31 +0000 2009,en
18741448,1839,2508,Wed Jan 07 22:14:53 +0000 2009,en
206721200,17830,2914,Sat Oct 23 15:30:54 +0000 2010,en
25919401,1431,2237,Mon Mar 23 00:50:33 +0000 2009,en
972317964,6356,5836,Mon Nov 26 16:58:53 +0000 2012,en
115947391,1149,2199,Sat Feb 20 15:11:58 +0000 2010,en
40908549,4805,2073,Mon May 18 16:34:52 +0000 2009,en
229470916,3472,3283,Wed Dec 22 13:48:36 +0000 2010,en
14695985,81558,12196,Thu May 08 04:08:06 +0000 2008,en
1934848512,865,1292,Fri Oct 04 17:17:40 +0000 2013,en
1619200316,1702,2022,Thu Jul 25 02:50:43 +0000 2013,en
17900914,3479,2644,Fri Dec 05 16:28:32 +0000 2008,en
292523742,2095,1849,Tue May 03 19:52:45 +0000 2011,en
145677326,3836,1016,Wed May 19 15:53:44 +0000 2010,en
49045290,5862,4058,Sat Jun 20 16:21:09 +0000 2009,en
3975273381,3207,3169,Fri Oct 16 23:06:14 +0000 2015,en
191613738,97879,99,Thu Sep 16 22:08:58 +0000 2010,en
234937222,10890,198,Thu Jan 06 23:23:12 +0000 2011,en
14744335,5521,2565,Mon May 12 14:20:59 +0000 2008,en
44811665,1280,1908,Fri Jun 05 03:35:18 +0000 2009,en
49184040,4762,1411,Sun Jun 21 01:22:18 +0000 2009,en
38628901,3582,3039,Fri May 08 07:59:58 +0000 2009,en
296474643,2869,3099,Tue May 10 20:35:00 +0000 2011,en
817113,61353,8606,Wed Mar 07 04:48:06 +0000 2007,en
17885227,377,985,Fri Dec 05 00:53:37 +0000 2008,en
2179225131,565,1382,Wed Nov 13 06:34:28 +0000 2013,en
22075867,4165,1753,Thu Feb 26 22:58:23 +0000 2009,en
20120693,96595,1675,Thu Feb 05 04:42:02 +0000 2009,en
840218617,7508,0,Sat Sep 22 18:20:30 +0000 2012,en
210684716,638,646,Mon Nov 01 02:21:39 +0000 2010,en
95463107,116782,3515,Tue Dec 08 17:28:49 +0000 2009,en
9893742,1815,1638,Fri Nov 02 18:12:14 +0000 2007,en
159655293,14793,1264,Sat Jun 26 00:20:40 +0000 2010,en
121444458,2954,1458,Tue Mar 09 14:29:14 +0000 2010,en
25645556,1890,1210,Sat Mar 21 05:39:59 +0000 2009,en
3030957766,2469,2688,Wed Feb 11 18:22:17 +0000 2015,en
119433869,2896,1453,Wed Mar 03 16:53:04 +0000 2010,en
41023496,3116,2483,Tue May 19 01:32:34 +0000 2009,en
322603418,237916,2777,Thu Jun 23 13:03:15 +0000 2011,en
2550993804,1445,1217,Fri Jun 06 21:17:20 +0000 2014,en
222471730,1317,1496,Fri Dec 03 14:32:41 +0000 2010,en
6065942,10126,4647,Tue May 15 15:54:43 +0000 2007,en
19236097,29613,29423,Tue Jan 20 13:32:08 +0000 2009,en
105721930,14700,11276,Sun Jan 17 07:28:05 +0000 2010,en
77892726,2033,1818,Mon Sep 28 01:49:31 +0000 2009,en
131984305,2739,717,Sun Apr 11 23:38:01 +0000 2010,en
266133081,94926,11915,Mon Mar 14 18:31:08 +0000 2011,en
1069865743,9347,239,Tue Jan 08 03:20:49 +0000 2013,en
123064415,1624,1636,Sun Mar 14 21:45:16 +0000 2010,en
1062161,1441,2076,Tue Mar 13 02:09:19 +0000 2007,en
32242327,4776,5038,Fri Apr 17 01:30:44 +0000 2009,en
2343970081,4788,2555,Fri Feb 14 18:37:44 +0000 2014,en
2864321805,1043,946,Thu Nov 06 19:47:45 +0000 2014,es
3025235686,862,1765,Sun Feb 08 16:54:29 +0000 2015,en
17918324,1452,1519,Sat Dec 06 06:54:43 +0000 2008,en
945319807,1366,1902,Tue Nov 13 06:57:00 +0000 2012,en
137327982,6082,4514,Mon Apr 26 13:03:29 +0000 2010,en
5642612,1292,936,Mon Apr 30 02:38:29 +0000 2007,en
15204212,3160,2337,Mon Jun 23 05:50:30 +0000 2008,en
954705516,5243,2820,Sun Nov 18 02:44:28 +0000 2012,en
14757714,4802,5283,Tue May 13 12:02:02 +0000 2008,en
836854820,1619,405,Fri Sep 21 02:53:28 +0000 2012,en
16247160,993,321,Thu Sep 11 20:30:26 +0000 2008,en
54784769,8155,9772,Wed Jul 08 03:31:23 +0000 2009,en
61636488,33725,1212,Thu Jul 30 23:56:06 +0000 2009,en
632690718,1031,1926,Wed Jul 11 05:21:42 +0000 2012,en
2914968646,283,2002,Thu Dec 11 03:13:53 +0000 2014,en
237536251,1694,2932,Thu Jan 13 02:05:46 +0000 2011,en
484091183,1068,2191,Sun Feb 05 18:34:47 +0000 2012,en
871993032845008896,2,0,Tue Jun 06 07:31:54 +0000 2017,en
1694721368,3029,638,Fri Aug 23 20:19:12 +0000 2013,en
346711949,5106,1079,Mon Aug 01 18:29:40 +0000 2011,en
55155523,9640,2428,Thu Jul 09 05:41:42 +0000 2009,en
45021421,566,625,Fri Jun 05 22:58:46 +0000 2009,en
183306644,12278,12199,Thu Aug 26 17:44:24 +0000 2010,en
931286316,239125,40613,Wed Nov 07 05:23:07 +0000 2012,en
222195944,1292,1662,Thu Dec 02 18:41:07 +0000 2010,en
44422871,3729,3829,Wed Jun 03 18:39:19 +0000 2009,en
327404886,1410,1356,Fri Jul 01 14:23:25 +0000 2011,en
2225736954,1467,417,Sun Dec 01 23:36:28 +0000 2013,en
18022784,208,149,Wed Dec 10 16:24:54 +0000 2008,en
5775682,3122,1842,Fri May 04 21:14:41 +0000 2007,en
141287304,2193,307,Fri May 07 17:39:31 +0000 2010,en
535024495,1223,1270,Sat Mar 24 05:16:05 +0000 2012,en
2720647454,886,3060,Sun Aug 10 02:27:02 +0000 2014,en
16512565,12027,11489,Mon Sep 29 15:07:38 +0000 2008,en
28149842,304,214,Wed Apr 01 17:31:05 +0000 2009,en
628540581,2049,1727,Fri Jul 06 15:13:12 +0000 2012,en
55472395,6480,5214,Fri Jul 10 04:42:56 +0000 2009,en
441278262,8297,8907,Mon Dec 19 22:51:48 +0000 2011,en
778916437,1652,1760,Fri Aug 24 20:27:56 +0000 2012,en
282093902,14000,223,Thu Apr 14 14:49:32 +0000 2011,en
261362196,1261,1082,Sat Mar 05 20:12:44 +0000 2011,en
2523330674,499,126,Sun May 25 19:35:42 +0000 2014,en
253663760,132896,95635,Thu Feb 17 18:23:24 +0000 2011,en
3006339509,3356,996,Fri Jan 30 20:13:32 +0000 2015,en
54669212,3361,3365,Tue Jul 07 20:42:09 +0000 2009,en
36297832,15363,15358,Wed Apr 29 05:39:23 +0000 2009,en
128843977,19384,1572,Fri Apr 02 10:41:48 +0000 2010,en
171149542,4887,4289,Mon Jul 26 17:41:00 +0000 2010,en
90331659,1998,13,Mon Nov 16 05:25:01 +0000 2009,en
111152516,2665,2825,Wed Feb 03 23:54:26 +0000 2010,en
1135427694,565,903,Wed Jan 30 23:06:13 +0000 2013,en
103707413,174933,2284,Mon Jan 11 00:30:58 +0000 2010,es
18018946,4882,2880,Wed Dec 10 13:37:59 +0000 2008,en
78630514,3013,571,Wed Sep 30 15:33:20 +0000 2009,en
38006312,8269,6471,Tue May 05 20:05:59 +0000 2009,en
2308593692,1603,2649,Fri Jan 24 16:11:26 +0000 2014,en
257492276,2362,5002,Fri Feb 25 14:56:59 +0000 2011,en
22239813,4280,3619,Sat Feb 28 08:12:22 +0000 2009,en
569155273,5533,371,Wed May 02 14:36:22 +0000 2012,en
54894753,1254,3710,Wed Jul 08 13:29:57 +0000 2009,en
236924921,6365,6483,Tue Jan 11 17:41:44 +0000 2011,en
533774181,4462,4501,Fri Mar 23 00:37:43 +0000 2012,en
19162458,2354,2572,Sun Jan 18 23:32:10 +0000 2009,en
529562997,25631,23977,Mon Mar 19 17:35:55 +0000 2012,en
90914676,1371,1933,Wed Nov 18 17:22:49 +0000 2009,en
3281853858,72665,314,Fri Jul 17 00:12:39 +0000 2015,en
16028184,2118,1628,Thu Aug 28 15:29:26 +0000 2008,en
1728405805,733,1165,Wed Sep 04 10:54:03 +0000 2013,en
315577705,43018,41632,Sun Jun 12 03:20:03 +0000 2011,en
246303666,1224,1912,Wed Feb 02 15:02:02 +0000 2011,en
113717430,2807,3380,Fri Feb 12 20:07:47 +0000 2010,en
768100291,583,144,Sun Aug 19 19:28:45 +0000 2012,en
701425360,950,2024,Fri Oct 04 18:02:37 +0000 2013,en
798883908,762,807,Sun Sep 02 19:22:08 +0000 2012,en
1023199591,9953,439,Thu Dec 20 00:36:31 +0000 2012,en
20699638,1086,913,Thu Feb 12 18:16:31 +0000 2009,en
44308191,2552,2886,Wed Jun 03 06:27:26 +0000 2009,en
451028258,1514,713,Fri Dec 30 23:30:39 +0000 2011,en
183310120,3137,395,Thu Aug 26 17:54:31 +0000 2010,en
14618194,1193,2023,Thu May 01 19:13:00 +0000 2008,en
402029058,3608,621,Mon Oct 31 12:59:01 +0000 2011,en
130496027,996569,1385,Wed Apr 07 13:10:43 +0000 2010,en
192477899,6120,4826,Sun Sep 19 07:50:20 +0000 2010,en
17466132,39025,2838,Tue Nov 18 15:47:43 +0000 2008,en
937723303,18466,1497,Fri Nov 09 20:40:22 +0000 2012,en
17025118,1245,958,Tue Oct 28 17:45:20 +0000 2008,en
18205761,22325,7340,Thu Dec 18 01:41:13 +0000 2008,en
249966525,3242,1385,Thu Feb 10 04:06:14 +0000 2011,en
560385743,1548,550,Sun Apr 22 15:57:33 +0000 2012,en
91390836,1626,1928,Fri Nov 20 17:57:47 +0000 2009,en
148473927,6242,3787,Wed May 26 20:03:10 +0000 2010,en
55976150,18029,17092,Sun Jul 12 00:51:44 +0000 2009,en
33034279,360,1398,Sat Apr 18 22:28:28 +0000 2009,en
92436537,643,623,Wed Nov 25 03:22:34 +0000 2009,en
534675241,65125,3382,Fri Mar 23 20:03:01 +0000 2012,en
247421834,3619,997,Fri Feb 04 19:24:05 +0000 2011,en
2575826929,3195,1895,Thu Jun 19 01:07:43 +0000 2014,en
248798598,6982,433,Mon Feb 07 19:06:36 +0000 2011,en
60790131,989,459,Tue Jul 28 02:52:21 +0000 2009,en
38468011,295,127,Thu May 07 16:55:00 +0000 2009,en
112074096,5640,6166,Sun Feb 07 05:20:37 +0000 2010,en
15998753,4227,4072,Tue Aug 26 16:32:00 +0000 2008,en
303861808,21834,193,Mon May 23 14:58:06 +0000 2011,en
196292489,11557,7861,Tue Sep 28 19:51:30 +0000 2010,en
395487453,1315,517,Fri Oct 21 18:52:41 +0000 2011,en
2693406407,75433,25545,Thu Jul 10 01:55:40 +0000 2014,en
26424123,24990,346,Wed Mar 25 03:54:11 +0000 2009,en
155642785,4376,67,Mon Jun 14 18:12:40 +0000 2010,en
2679974850,1763,2087,Fri Jul 25 16:44:52 +0000 2014,en
24080131,1908,1845,Fri Mar 13 00:12:47 +0000 2009,en
343477647,4365,4304,Wed Jul 27 16:51:02 +0000 2011,en
14847719,1986,2128,Tue May 20 17:11:06 +0000 2008,en
241130424,851,92,Fri Jan 21 14:51:18 +0000 2011,en
1058370912,2977,1521,Thu Jan 03 17:50:42 +0000 2013,en
26820275,75292,9042,Thu Mar 26 19:02:25 +0000 2009,en
178062281,13254,9691,Fri Aug 13 19:35:25 +0000 2010,en
409504763,3695,1471,Thu Nov 10 20:53:12 +0000 2011,en
821979836,13236,12973,Thu Sep 13 18:30:01 +0000 2012,en
148970814,2146,816,Fri May 28 02:36:57 +0000 2010,en
175121836,6683,1228,Thu Aug 05 18:02:44 +0000 2010,en
596949983,286,607,Sat Jun 02 01:00:13 +0000 2012,en
417607477,3158,1627,Mon Nov 21 04:52:20 +0000 2011,en
180823028,4405,5107,Fri Aug 20 15:42:36 +0000 2010,en
338594583,7530,7234,Tue Jul 19 20:21:23 +0000 2011,en
54358945,1831,2856,Mon Jul 06 22:39:26 +0000 2009,en
564189292,4493,1086,Fri Apr 27 01:18:34 +0000 2012,en
161737125,9377,9965,Thu Jul 01 16:52:55 +0000 2010,en
23435754,3794,3128,Mon Mar 09 13:40:43 +0000 2009,en
16833212,4747,4041,Sat Oct 18 00:07:00 +0000 2008,en
811724984,803,1812,Sat Sep 08 21:22:55 +0000 2012,en
21907306,2451,2544,Wed Feb 25 19:37:35 +0000 2009,en
2654,6448,6401,Thu Jul 20 15:06:21 +0000 2006,en
34614773,2899,867,Thu Apr 23 13:44:43 +0000 2009,en
69190453,52607,4171,Thu Aug 27 03:38:04 +0000 2009,en
211363561,1645,1409,Wed Nov 03 01:37:16 +0000 2010,en
33736814,4730,195,Tue Apr 21 00:33:55 +0000 2009,en
217286126,10532,6673,Fri Nov 19 02:45:32 +0000 2010,en
988784438,3461,1804,Tue Dec 04 13:31:12 +0000 2012,en
17714709,11432,9427,Fri Nov 28 18:04:14 +0000 2008,en
50861317,1199,1944,Fri Jun 26 01:25:56 +0000 2009,en
193835884,2322,2531,Wed Sep 22 19:29:28 +0000 2010,en
16274867,2629,2944,Sat Sep 13 19:05:17 +0000 2008,en
121208502,2770,728,Mon Mar 08 19:41:55 +0000 2010,en
15587326,4452,2732,Thu Jul 24 19:26:12 +0000 2008,en
199325935,33121,993,Wed Oct 06 15:47:50 +0000 2010,en
15356407,25794,6806,Tue Jul 08 18:25:49 +0000 2008,en
169512661,2947,1001,Thu Jul 22 14:33:35 +0000 2010,en
2583109314,1346,57,Mon Jun 23 01:43:09 +0000 2014,en
322259108,4119,947,Wed Jun 22 21:58:31 +0000 2011,en
306338794,2290,1914,Fri May 27 18:11:32 +0000 2011,en
40742421,13954,14251,Sun May 17 21:36:46 +0000 2009,en
515972601,2668,1859,Mon Mar 05 23:26:03 +0000 2012,en
75436954,5334,5404,Sat Sep 19 01:15:16 +0000 2009,en
148030986,27969,28618,Tue May 25 17:15:48 +0000 2010,en
43703569,2877,625,Sun May 31 15:36:09 +0000 2009,en
72915673,16536,11180,Wed Sep 09 18:27:40 +0000 2009,en
1862064751,2996,768,Fri Sep 13 23:30:06 +0000 2013,en
320307523,50437,43558,Sun Jun 19 17:42:53 +0000 2011,en
217314727,5064,605,Fri Nov 19 04:56:00 +0000 2010,en
239905257,11302,509,Tue Jan 18 18:13:06 +0000 2011,en
1713612734,55611,9055,Fri Aug 30 20:01:41 +0000 2013,en
124275991,2582,2525,Thu Mar 18 21:33:13 +0000 2010,en
128409197,2745,3259,Thu Apr 01 01:39:06 +0000 2010,en
327455456,6762,198,Fri Jul 01 16:02:08 +0000 2011,en
19119943,438,910,Sat Jan 17 19:05:26 +0000 2009,en
19843308,22202,18167,Sun Feb 01 02:27:54 +0000 2009,en
2272203114,7425,5147,Wed Jan 01 23:19:02 +0000 2014,en
390800749,3116,919,Fri Oct 14 15:35:48 +0000 2011,en
2387265954,6386,6037,Thu Mar 13 15:39:56 +0000 2014,en
21968035,735,889,Thu Feb 26 04:08:00 +0000 2009,en
14985973,698,625,Mon Jun 02 22:22:19 +0000 2008,en
24716135,664,1832,Mon Mar 16 16:09:19 +0000 2009,en
388555493,223406,11,Mon Oct 10 23:16:53 +0000 2011,en
3092400561,485,396,Mon Mar 16 16:08:27 +0000 2015,en
28877948,10759,11636,Sat Apr 04 21:49:35 +0000 2009,en
69048032,6044,2201,Wed Aug 26 17:57:09 +0000 2009,en
213953252,1079,1988,Wed Nov 10 05:31:07 +0000 2010,en
70739402,6707,5707,Tue Sep 01 17:47:54 +0000 2009,en
16862681,6107,993,Mon Oct 20 05:49:24 +0000 2008,en
45916809,856,761,Tue Jun 09 19:21:12 +0000 2009,en
137794015,40040,1687,Tue Apr 27 19:51:54 +0000 2010,en
25846258,854,952,Sun Mar 22 17:24:43 +0000 2009,en
65561308,484,1311,Fri Aug 14 04:28:18 +0000 2009,en
2740263498,1241,975,Sun Aug 17 18:52:48 +0000 2014,en
988980985,2215,390,Tue Dec 04 15:19:59 +0000 2012,en
168001464,2610,600,Sun Jul 18 03:26:16 +0000 2010,en
168247706,3745,508,Sun Jul 18 20:40:27 +0000 2010,en
18114275,1793,3052,Sun Dec 14 09:28:51 +0000 2008,en
435968883,352,829,Tue Dec 13 16:55:42 +0000 2011,en
3309860058,107,85,Sat Aug 08 18:57:02 +0000 2015,en
21301913,32837,209,Thu Feb 19 14:26:14 +0000 2009,en
16537973,1278,593,Wed Oct 01 00:58:07 +0000 2008,en
20097342,9092,2652,Wed Feb 04 21:41:15 +0000 2009,en
166235477,4111,1380,Tue Jul 13 17:29:59 +0000 2010,en
1013889636,7231,6317,Sat Dec 15 20:39:22 +0000 2012,en
22825965,4198,4998,Wed Mar 04 20:09:39 +0000 2009,en
106275367,1757,3458,Tue Jan 19 01:42:11 +0000 2010,en
189191018,2260,1978,Fri Sep 10 16:26:41 +0000 2010,en
834069080,6206,394,Wed Sep 19 20:23:15 +0000 2012,en
437642770,1500,1369,Thu Dec 15 17:23:44 +0000 2011,en
17516275,4592,1781,Thu Nov 20 17:25:26 +0000 2008,en
23593890,906,893,Tue Mar 10 13:57:31 +0000 2009,en
2293131060,57731,1055,Wed Jan 15 18:53:47 +0000 2014,en
17553308,2262,1273,Sat Nov 22 05:21:37 +0000 2008,en
604698760,581,2124,Sun Jun 10 17:41:23 +0000 2012,en
16585234,77514,89746,Fri Oct 03 22:41:12 +0000 2008,en
347336465,2371,1337,Tue Aug 02 16:56:46 +0000 2011,en
3041775900,1680,1172,Wed Feb 25 22:44:01 +0000 2015,en
218292287,64821,2544,Sun Nov 21 23:15:19 +0000 2010,en
2943064514,10030,10013,Thu Dec 25 16:57:45 +0000 2014,en
921376165,8794,7754,Fri Nov 02 16:44:59 +0000 2012,en
2364612708,416,303,Thu Feb 27 20:15:19 +0000 2014,en
201148166,7052,1083,Mon Oct 11 05:36:10 +0000 2010,en
29125428,4121,2426,Mon Apr 06 02:28:06 +0000 2009,en
236279233,11517,731,Mon Jan 10 06:30:14 +0000 2011,en
358519591,6892,7121,Sat Aug 20 02:01:19 +0000 2011,en
465372731,2620,568,Mon Jan 16 08:30:16 +0000 2012,it
19492240,9928,10250,Sun Jan 25 15:48:37 +0000 2009,en
1214410454,11865,10715,Sun Feb 24 03:58:11 +0000 2013,en
746762618,2108,2709,Thu Aug 09 07:31:53 +0000 2012,en
144341088,1069,963,Sun May 16 01:20:15 +0000 2010,en
24592505,752,389,Sun Mar 15 21:48:07 +0000 2009,en
1481856031,1128,571,Tue Jun 04 09:37:42 +0000 2013,en
388513351,36905,446,Mon Oct 10 21:35:46 +0000 2011,en
184963882,3794,3991,Mon Aug 30 22:40:38 +0000 2010,en
7138532,18948,3460,Thu Jun 28 20:40:12 +0000 2007,en
14074673,7180,893,Mon Mar 03 21:40:21 +0000 2008,en
69304018,9284,2764,Thu Aug 27 14:26:26 +0000 2009,en
17338837,1173,2314,Wed Nov 12 13:17:04 +0000 2008,en
5868202,5107,1801,Tue May 08 16:19:47 +0000 2007,en
34757132,2122,871,Thu Apr 23 22:42:47 +0000 2009,en
118826051,493,710,Mon Mar 01 21:29:00 +0000 2010,en
36118658,9133,879,Tue Apr 28 17:04:37 +0000 2009,en
352750154,19898,9585,Thu Aug 11 01:37:20 +0000 2011,en
35389327,4058,555,Sun Apr 26 03:23:08 +0000 2009,en
43797909,4582,695,Mon Jun 01 01:21:20 +0000 2009,en
69974778,935,132,Sat Aug 29 22:06:00 +0000 2009,en
17133657,7359,3032,Mon Nov 03 16:35:11 +0000 2008,en
320202040,4168,2321,Sun Jun 19 13:59:39 +0000 2011,en
68307443,4064,1441,Mon Aug 24 02:48:04 +0000 2009,en
242707593,680,1005,Tue Jan 25 12:08:29 +0000 2011,en
91395424,3446,1829,Fri Nov 20 18:22:22 +0000 2009,en
22166937,4760,5096,Fri Feb 27 17:53:17 +0000 2009,en
807027,4932,2697,Fri Mar 02 20:20:15 +0000 2007,en
29811075,1573,2007,Wed Apr 08 20:26:04 +0000 2009,en
377326008,4231,199,Wed Sep 21 11:58:13 +0000 2011,en
2380846225,1211,3328,Sun Mar 09 18:18:18 +0000 2014,es
28779853,1611,470,Sat Apr 04 11:51:18 +0000 2009,en
259079896,3487,168,Tue Mar 01 03:03:52 +0000 2011,en
2735569132,7130,7090,Wed Aug 06 22:09:57 +0000 2014,en
42790427,1925,327,Wed May 27 02:13:36 +0000 2009,en
14835575,2379,1917,Mon May 19 17:48:13 +0000 2008,en
1115336587,2354,2341,Wed Jan 23 21:21:55 +0000 2013,en
19669596,10146,2756,Wed Jan 28 19:20:53 +0000 2009,en
724697119605424128,5,0,Mon Apr 25 20:30:32 +0000 2016,en
236485849,12332,2466,Mon Jan 10 18:06:24 +0000 2011,en
437667247,1797,149,Thu Dec 15 17:59:32 +0000 2011,en
2535212491,1428,1834,Fri May 30 14:30:46 +0000 2014,en
15046876,815,1018,Sun Jun 08 14:14:42 +0000 2008,en
887905129,18186,10679,Thu Oct 18 01:43:12 +0000 2012,en
18996956,2023,2621,Wed Jan 14 21:33:10 +0000 2009,en
343672955,9910,4002,Wed Jul 27 22:33:53 +0000 2011,en
193500676,13545,775,Tue Sep 21 23:55:53 +0000 2010,en
358967454,1322,538,Sat Aug 20 20:14:44 +0000 2011,en
2361650234,3458,215,Tue Feb 25 21:04:45 +0000 2014,en
68975834,1848,2183,Wed Aug 26 13:25:22 +0000 2009,en
47398326,1102,1687,Mon Jun 15 18:03:43 +0000 2009,en
28375536,7452,4141,Thu Apr 02 17:08:49 +0000 2009,en
275713133,2790,545,Fri Apr 01 21:06:04 +0000 2011,en
1781193487,61009,43561,Sat Sep 07 22:16:24 +0000 2013,en
29465136,148873,3279,Tue Apr 07 15:03:06 +0000 2009,en
153631162,1914,2149,Wed Jun 09 01:58:52 +0000 2010,en
19934859,1596,1366,Mon Feb 02 21:39:01 +0000 2009,en
319777415,89438,81145,Sat Jun 18 18:33:09 +0000 2011,en
19199740,1916,860,Mon Jan 19 20:18:47 +0000 2009,en
26565370,12288,398,Wed Mar 25 19:08:10 +0000 2009,en
422557524,7418,280,Sun Nov 27 11:56:33 +0000 2011,en
447085006,859,337,Mon Dec 26 13:49:27 +0000 2011,en
132291920,5460,1129,Mon Apr 12 20:58:00 +0000 2010,en
212509329,1293,1882,Sat Nov 06 08:22:36 +0000 2010,en
45528439,8865,1938,Mon Jun 08 08:50:45 +0000 2009,en
2173418911,44155,952,Mon Nov 04 05:50:14 +0000 2013,en
27301234,1368,1982,Sat Mar 28 20:25:56 +0000 2009,en
108100600,1570,3270,Sun Jan 24 21:17:44 +0000 2010,en
19835581,36469,207,Sat Jan 31 22:40:04 +0000 2009,en
389017497,931,141,Tue Oct 11 18:25:37 +0000 2011,en
305877707,12132,13193,Thu May 26 22:53:31 +0000 2011,en
68803674,7301,6601,Tue Aug 25 21:11:43 +0000 2009,en
1486451796,2525,2852,Thu Jun 06 01:13:03 +0000 2013,en
559900957,5528,4653,Sat Apr 21 22:18:03 +0000 2012,en
553844990,900,515,Sat Apr 14 21:24:50 +0000 2012,en
170111219,1899,110,Fri Jul 23 23:50:04 +0000 2010,en
520932812,3531,3192,Sun Mar 11 02:31:23 +0000 2012,en
88754581,821,38,Mon Nov 09 20:39:00 +0000 2009,en
319130390,1393,1073,Fri Jun 17 16:16:47 +0000 2011,en
2400901568,34419,36559,Fri Mar 21 03:57:56 +0000 2014,en
1249370390,4922,6124,Thu Mar 07 15:33:21 +0000 2013,en
120537647,1610,4991,Sat Mar 06 19:04:13 +0000 2010,en
19682187,114487,2585,Wed Jan 28 22:55:47 +0000 2009,en
121293034,792,867,Tue Mar 09 02:00:22 +0000 2010,en
228837441,1315,1177,Mon Dec 20 20:28:25 +0000 2010,en
836001770681864192,38,102,Sun Feb 26 23:55:29 +0000 2017,pl
47526602,3081,2928,Tue Jun 16 03:09:16 +0000 2009,en
31512585,2771,3263,Wed Apr 15 20:37:59 +0000 2009,en
712948758,2544,2049,Mon Jul 23 19:15:01 +0000 2012,en
97570587,4161,3750,Fri Dec 18 01:44:00 +0000 2009,en
195403144,1856,3374,Sun Sep 26 16:27:28 +0000 2010,en
253221599,1249,963,Wed Feb 16 20:16:07 +0000 2011,en
408959358,240,487,Thu Nov 10 03:16:19 +0000 2011,en
2546884147,484,1021,Wed Jun 04 21:31:12 +0000 2014,en
58535772,2797,1228,Mon Jul 20 17:40:30 +0000 2009,en
183985016,3962,3884,Sat Aug 28 11:34:51 +0000 2010,en
2150012910,3687,3634,Wed Oct 23 01:22:51 +0000 2013,en
17975444,1161,187,Mon Dec 08 22:19:21 +0000 2008,en
17372896,4278,4918,Thu Nov 13 21:18:48 +0000 2008,en
424248616,6098,6441,Tue Nov 29 14:59:02 +0000 2011,en
10932022,1819,1234,Fri Dec 07 10:38:58 +0000 2007,en
2389973804,7132,2213,Fri Mar 14 22:41:22 +0000 2014,en
17301087,2178,2859,Tue Nov 11 02:33:19 +0000 2008,en
14924233,50155,216,Tue May 27 19:07:37 +0000 2008,en
25343626,1200,203,Thu Mar 19 17:28:25 +0000 2009,en
751947774,11707,9664,Sat Aug 11 21:42:40 +0000 2012,en
50094247,3251,95,Tue Jun 23 20:37:08 +0000 2009,en
16489259,2312,742,Sat Sep 27 18:24:43 +0000 2008,en
19167808,1153,942,Mon Jan 19 02:42:55 +0000 2009,en
226017450,304,535,Mon Dec 13 03:04:30 +0000 2010,en
16530973,968,1098,Tue Sep 30 17:31:35 +0000 2008,en
72977273,1457,1407,Wed Sep 09 23:06:32 +0000 2009,en
14810094,3600,1301,Sat May 17 11:55:04 +0000 2008,en
50522367,607,280,Thu Jun 25 02:23:49 +0000 2009,en
22060516,2654,2652,Thu Feb 26 20:55:16 +0000 2009,en
53265271,6239,6842,Fri Jul 03 02:19:22 +0000 2009,en
18834100,4259,954,Sat Jan 10 13:27:59 +0000 2009,en
26533227,29507,1260,Wed Mar 25 16:40:28 +0000 2009,en
375405313,10342,8262,Sun Sep 18 02:34:06 +0000 2011,en
796409,3201,4018,Mon Feb 26 23:55:57 +0000 2007,en
108117069,4692,3042,Sun Jan 24 22:35:41 +0000 2010,en
32628119,3607,4643,Fri Apr 17 22:29:14 +0000 2009,en
283025472,3713,3992,Sat Apr 16 12:20:53 +0000 2011,en
102796613,32781,23576,Thu Jan 07 21:31:48 +0000 2010,es
61506035,3062,3260,Thu Jul 30 14:49:37 +0000 2009,en
101273716,1601,6,Sat Jan 02 17:42:25 +0000 2010,en
45834605,5468,649,Tue Jun 09 13:21:36 +0000 2009,en
20017624,1789,2115,Wed Feb 04 00:46:22 +0000 2009,en
